Aristocracy丶aiM||九尾妖狐||9.8||138||2||0||0||9||1||4||2||0||2619||100081||13635||20582||2195||14211||4175
Gank全场怪我喽丶||光辉女郎||11||52||3||0||0||11||2||4||1||0||1630||68755||9075||14867||1907||12919||40
207丶二号床||蛮族之王||6.6||191||3||2||1||10||0||0||1||522||7684||140285||27620||14628||13139||1159||329
烟思念||复仇之矛||11||170||25||4||0||8||1||3||3||0||798||146396||9919||14379||11743||1414||1222
丶一个pi||德邦总管||5.8||39||35||0||1||7||0||3||1||0||5159||79530||18856||6933||5208||851||873
最强王者段位l||无极剑圣||9.7||95||61||1||0||7||1||3||2||710||2310||162287||18367||12859||9621||1080||2157
寻找七||德玛西亚之力||10.2||93||11||1||0||9||1||0||1||0||0||75317||23923||17400||14856||2053||490
凸逼男渤丸丶||暴走萝莉||5.1||163||4||1||0||5||0||0||1||569||1476||94467||12914||8293||7799||494||0
cArry艾尼维亚||冰晶凤凰||8.4||129||8||0||0||10||2||2||1||657||5966||91912||19057||11039||669||9994||376
越塔杀人不留痕丶||曙光女神||5.8||35||0||0||0||19||2||0||1||0||1215||19299||15673||3618||1267||2351||0
最强王者段位l||无极剑圣||6.7||131||0||0||0||4||1||6||3||756||477||82713||10820||9686||8078||0||1608
cArry艾尼维亚||冰晶凤凰||12.8||154||6||0||0||5||0||6||1||713||1498||89140||7099||11971||395||11358||218
闷骚男i||盲僧||10.4||10||42||0||0||11||1||3||1||0||1100||62058||14683||4065||3523||381||160
襟丶柒爷||齐天大圣||10.2||23||0||0||0||12||0||0||1||0||1663||19157||9407||5728||5373||354||0
小姐无敌啊||圣枪游侠||15.1||137||1||4||0||2||0||7||2||569||1091||79272||7100||10064||9621||270||172
延续这段伤||战争之王||8||14||39||0||0||7||1||0||1||645||159||53498||13804||3603||2384||784||434
Dxc丨7x丶||皮城女警||8||116||4||0||0||6||2||0||0||0||413||57584||8383||6114||5410||704||0
东北丶大嫖客||魔蛇之拥||10||107||4||0||0||3||0||0||0||0||1163||63520||9722||9020||754||8266||0
笨馒头||熔岩巨兽||5.9||18||0||0||0||5||0||0||1||0||725||13593||9952||4248||612||3636||0
非公认大神||卡牌大师||6.3||69||0||0||0||4||1||0||0||0||135||44460||10628||8218||497||7669||52
cArry艾尼维亚||冰晶凤凰||12.5||93||2||1||0||4||0||10||3||724||2722||67010||10190||21257||511||20236||510
那年2B还是铅笔丶||盲僧||10.4||11||34||0||0||14||1||2||1||0||723||55363||12681||5056||4334||685||36
王方是我爷||寒冰射手||7.3||44||1||0||0||9||0||0||1||211||1544||37001||7369||8353||6721||1631||0
Zz丨Uncle丶shaN||暗夜猎手||10||101||6||3||0||4||0||4||2||385||1252||64948||10207||10136||8042||84||2009
Zz丨Uncle丶yaNg||放逐之刃||6||94||0||1||1||2||0||4||1||0||259||60296||11412||12706||12272||0||434
n1丶雪月梧彤||雪人骑士||5.4||11||0||0||0||4||0||2||1||0||1667||15036||14799||5310||525||4785||0
4网通第一坑4||暗裔剑魔||6.7||47||0||0||0||5||0||2||1||0||3329||37246||14022||6438||3675||2763||0
妇毒在人心||德玛西亚之翼||10||64||0||0||0||5||0||0||1||257||675||36120||13356||8458||8357||100||0
过来插个眼||虚空恐惧||4.5||22||0||0||0||0||0||0||1||0||573||18671||8792||2544||252||1670||621
西南脚大叔||盲僧||10.1||18||19||0||0||12||0||2||1||0||568||36937||15789||7611||5736||1115||760
小姐灬请让道||疾风剑豪||9||174||7||2||0||13||0||2||1||747||0||167174||19181||24607||18066||5758||782
台死逼蕾||凛冬之怒||11.2||55||68||0||0||8||1||5||2||0||2021||124023||28002||16956||3117||13461||378
一走一过送人头||探险家||10.4||116||8||2||1||3||1||6||2||731||2712||110276||17815||26123||16662||8706||755
Frustrated丶毒碟||熔岩巨兽||3.4||92||4||1||0||4||0||4||1||0||1202||62606||17217||9456||1437||8019||0
暴力陆哥不空大ii||虚空之眼||12.3||74||1||2||0||24||1||4||2||0||475||87571||12308||29632||1457||24695||3480
Nameoftangled||法外狂徒||3.5||117||15||1||0||5||1||0||1||435||1835||89870||26061||11485||10920||564||0
最强王者段位l||无极剑圣||9.7||190||20||3||0||5||0||5||3||795||1290||174370||30313||21641||16888||1122||3630
丿丶尕灬氵炎||盲僧||6.9||25||50||0||0||21||2||2||1||225||260||89848||33990||10659||8793||1140||726
cArry艾尼维亚||冰晶凤凰||9.3||140||10||1||0||10||0||3||1||687||9676||108236||30142||18007||466||17377||164
Happy丶supreme||众星之子||5.7||18||1||0||0||27||0||0||1||173||20369||19002||16953||5202||434||4767||0
cArry艾尼维亚||盲僧||10.9||71||70||1||0||41||1||4||2||0||12727||167922||47612||19513||13266||4454||1793
冰融水痕||琴瑟仙女||8.1||15||0||0||0||37||3||2||1||0||12468||32860||23860||18728||3155||15572||0
张小嘎丶丶||远古巫灵||10.4||105||13||0||0||7||0||7||2||0||1340||153033||16565||42432||535||40752||1144
CaveiRWeirde||复仇之矛||10.3||223||22||2||1||7||0||4||2||949||2688||210981||26990||32990||28787||4203||0
最强王者段位l||无极剑圣||7.9||223||13||3||0||9||0||6||2||974||8512||219194||30059||17019||12800||644||3575
Poetry丶相思||皮城女警||8.4||204||15||3||1||9||1||2||1||1190||2721||181790||28035||29696||27138||1917||641
迷糊欧巴丨Amy丶||海洋之灾||7.6||228||8||2||0||2||1||4||1||856||6781||163663||36143||31095||18608||10995||1492
当红河遇到塔山||虚空先知||5.6||141||10||1||1||7||1||2||1||0||2695||113513||27004||21613||1900||19169||544
一笑I奈何||龙血武姬||6.1||21||61||0||0||5||4||3||1||193||4126||106836||40438||10422||3242||6608||572
Eyre灬小枫||堕落天使||4.6||35||1||0||0||14||1||0||0||0||60||37665||20593||9105||918||8186||0
cArry艾尼维亚||盲僧||11.2||50||84||0||0||43||1||8||2||0||12634||195808||44271||28656||21064||6375||1217
独留苦瓜甜丶||战争女神||11.2||237||16||3||2||8||1||10||3||982||4429||246118||23708||36495||33279||3152||64
Eternal丶雅涛||虚空先知||8.6||191||10||2||0||7||0||2||1||0||1779||186598||28063||36566||2291||33857||418
最强王者段位l||无极剑圣||5.3||305||3||2||0||7||1||4||1||932||2612||258967||33309||32221||24428||1405||6387
Death丶王者||曙光女神||6.6||37||1||1||0||44||4||0||1||0||1130||32457||36420||11408||4440||6968||0
灭世小处男||恶魔小丑||6.6||78||64||0||0||8||4||5||2||827||2634||172724||35152||24465||14705||8319||1441
馥丽侵染暖人心丶||法外狂徒||10.3||306||26||0||0||10||0||5||2||895||6589||277624||29690||29481||26497||2536||447
新年快乐丶Gelei||冰霜女巫||4.8||252||6||1||0||5||0||2||2||0||468||201953||26902||28772||1088||27449||234
AS丶King丨果冻||祖安狂人||7.1||98||2||2||0||26||3||2||1||0||8610||76577||54089||18581||2977||15603||0
玉枕纱橱凉初心丶||卡牌大师||4.4||179||11||0||0||8||0||2||1||0||384||149175||25181||20951||1391||19560||0
花开染指流年||皎月女神||11.3||149||6||2||0||4||0||6||2||0||697||127362||15886||24030||3577||19728||724
xiaoxuanzi||法外狂徒||12||244||10||3||0||10||1||7||2||786||852||162552||9666||14435||13945||188||302
陌丶上烟雨丶||熔岩巨兽||8.1||37||1||1||0||21||6||0||1||0||1917||35175||10609||8636||1400||7235||0
阈迦封界||复仇焰魂||3.8||120||12||0||0||9||0||2||1||0||0||87833||15523||17717||1163||15876||678
骑着蜗牛卖水果||盲僧||11||31||45||1||0||28||5||4||1||0||1139||97635||20574||14115||11882||1091||1142
爱宛儿真是太好了||猩红收割者||6||129||3||1||0||4||0||0||0||0||5379||84826||27879||11904||303||11601||0
剑伤在心||蒸汽机器人||6.2||8||0||0||0||33||4||2||1||0||418||10071||12835||4854||1397||3457||0
最强王者段位l||无极剑圣||5.1||65||47||0||0||6||2||2||1||0||921||99201||15999||4719||3906||23||790
Cc丶Asura雪陌||探险家||6.7||171||3||0||0||3||1||3||3||0||713||90797||14385||9894||6197||3620||76
cArry艾尼维亚||冰晶凤凰||10.4||115||4||0||0||7||1||2||1||571||7882||69389||23212||14671||266||13912||492
爱情真是太好了||英勇投弹手||11.4||251||14||2||1||14||0||5||2||1334||4839||274816||36226||52804||23694||24953||4155
神羽SLY001||虚空恐惧||12.5||100||78||2||0||14||2||6||4||0||16256||231209||59989||37387||2763||28924||5700
加油曹小强||祖安狂人||7.4||86||3||1||0||42||2||2||1||0||8457||90574||52924||25476||4080||21395||0
最强王者段位l||熔岩巨兽||6.4||178||1||2||0||8||2||4||1||0||1240||140403||28337||25985||3087||21591||1306
cArry艾尼维亚||冰晶凤凰||10||217||18||2||0||14||0||6||2||1140||18760||219278||41263||49938||1123||48427||387
Angel丶鲨鱼||酒桶||11.5||89||73||1||0||11||2||2||1||656||14620||207426||50710||34726||2619||31303||804
家有娇妻刘雅涵丶||曙光女神||8.3||86||1||0||0||36||3||0||1||0||7019||58412||50492||12676||4256||8419||0
别和我抢一血||大发明家||2.7||155||10||0||0||9||0||0||1||0||431||125931||34672||26954||1416||25537||0
兽兽囡囡||探险家||9.3||216||3||1||0||7||0||5||4||0||3150||224850||31587||60526||41233||19104||188
肉身佛||猩红收割者||5.1||184||7||0||0||4||0||2||1||0||11919||146724||49043||35907||1155||34059||692
梦梦丶贝莉雅丨||狂野女猎手||15||55||75||2||1||6||1||10||4||1367||15396||237034||32079||49042||234||48518||289
li天神il||疾风剑豪||11.4||187||58||1||1||12||0||12||3||855||3527||260887||34471||29954||24324||4686||943
Younglove波呆呆||皮城女警||7.9||249||20||1||0||11||1||4||2||1871||4579||292239||25304||44379||40734||3533||112
九歌丨离恨||齐天大圣||7.9||183||0||0||0||8||0||2||2||722||3715||147430||29233||26647||21453||4689||505
追忆z||仙灵女巫||9.2||36||0||2||0||34||4||0||1||0||2688||37928||32292||14454||3051||11402||0
Zz丨Uncle丶yaNg||刀锋意志||8.4||190||12||2||0||13||0||2||1||576||9576||160113||53031||21869||14928||4502||2438
总有刁民想行刺朕||战争女神||8.2||249||24||0||0||6||2||4||2||930||3754||253248||29653||28628||25804||2450||374
王STA||时间刺客||4||55||58||0||0||10||3||2||1||0||4342||150678||43075||19060||1925||16885||250
青屏山上打老虎||熔岩巨兽||5.8||36||0||0||0||34||1||0||0||0||1261||46598||38789||17689||1626||16062||0
Summoner丶Boss||疾风剑豪||6||259||19||1||0||10||1||2||2||600||2782||251310||35721||27097||18531||6141||2424
灬国宝||众星之子||9.1||65||0||0||0||31||0||2||1||456||40772||49665||15012||6053||1044||5009||0
0o挥霍||复仇焰魂||4.6||219||9||2||0||6||0||3||2||0||1647||236464||32404||46633||827||44999||806
起个PI名真难||德邦总管||4.4||40||57||0||0||13||0||2||1||0||6918||132919||43159||20434||14290||5219||925
Zz丨Uncle丶yaNg||暗夜猎手||11.7||208||70||4||1||11||1||7||2||964||3629||325873||50338||50979||30911||6450||13618
Nigel丶Zsy||德玛西亚之力||9.1||271||43||3||1||7||0||8||3||958||2102||277072||40221||29309||20097||6307||2904
神坑请见谅啊||虚空先知||7.2||175||7||0||0||15||0||2||1||0||1771||175969||28648||34154||2545||30680||928
11122wmm||蒸汽机器人||7.2||26||1||0||0||30||0||0||1||0||6653||40873||38927||11172||2932||8239||0
忘忧伤||德玛西亚之力||10.8||268||8||1||0||8||1||4||2||967||5176||221249||46308||32786||22044||8806||1935
肆少是额||寒冰射手||5.4||117||12||1||0||14||0||3||2||431||2584||125745||27869||27111||24003||3108||0
我的人头丶丶||蜘蛛女皇||8||67||51||0||0||9||2||5||2||0||5448||148394||32258||23541||2790||20682||69
渲染风华||齐天大圣||7.4||133||4||1||0||8||0||6||2||0||1154||100779||20401||17689||16589||478||622
悲情的小丑||盲僧||8.9||17||36||0||0||12||1||3||2||0||2190||67129||24642||12893||10140||2275||478
益表人才||暗夜猎手||10.5||167||9||3||0||6||0||5||2||854||3139||141867||20544||32919||25545||784||6590
qkxkfc||疾风剑豪||13.9||217||29||3||1||6||0||10||3||891||2466||226153||18988||37512||29273||7448||790
第十三号血刃||曙光女神||9.9||24||0||1||0||28||2||2||2||0||1027||26511||20056||8721||3276||5445||0
举套问天今操谁||皮城女警||7.1||172||1||0||0||4||1||0||1||679||2367||100516||21013||18603||15189||3414||0
Zz丨Uncle丶yaNg||探险家||8.6||85||5||0||0||4||2||3||2||0||666||88826||17958||24136||2266||21712||158
青屏山上打老虎||曙光女神||6.7||44||0||0||0||24||5||0||0||0||1621||22962||30731||7401||1727||5674||0
三里屯优衣库导演||盲僧||8.7||31||64||0||0||9||1||2||2||0||398||109765||36268||14352||11282||2475||594
念灬旧||放逐之刃||3.8||101||9||0||0||3||0||2||2||148||2068||65530||26760||9829||9251||82||496
埃及啊||惩戒之箭||8.7||192||22||2||0||10||1||2||1||773||3681||234468||33574||37393||32701||4551||141
内裤还酷的男人||战争之王||9.5||90||13||2||2||12||1||4||1||865||803||118114||40154||25001||19611||4114||1275
丶上帝保佑TA||无极剑圣||6.1||47||81||1||0||11||0||3||3||0||6860||189028||53082||33205||19741||5734||7729
灬静姝||狂野女猎手||13.4||92||11||2||0||16||0||7||2||1240||17449||166252||26774||53133||1333||51245||555
王志伟123||疾风剑豪||8.8||268||30||1||2||14||1||4||2||684||332||302558||30647||38080||32005||4800||1274
举套问天今操谁||荒漠屠夫||9.4||261||14||1||0||15||0||4||2||0||7814||250575||57384||41902||29178||12572||152
完美丨邂逅||魂锁典狱长||6||19||0||0||0||18||1||0||1||0||1579||47207||49000||16540||1296||13977||1266
三里屯优衣库导演||暗影之拳||4.8||91||11||0||0||12||0||3||2||0||2656||103485||44499||33445||7777||24004||1664
Zz丨Uncle丶yaNg||暗夜猎手||10.2||246||17||3||1||10||2||6||2||837||5441||251635||29290||36588||26558||2693||7336
抗压TV丶狂三蒙昧||盲僧||5.6||45||39||1||0||24||1||3||2||0||1621||107669||41399||14918||10723||3325||870
赛菲尔卡蜜拉贝尔||九尾妖狐||8.5||324||20||1||1||11||0||4||2||0||11539||363466||35933||51407||2224||37351||11831
三里屯优衣库导演||弗雷尔卓德之心||7.3||64||0||0||0||36||10||2||2||0||2172||44355||60677||14013||3352||10661||0
起个PI名真难||德邦总管||5.3||36||41||0||0||13||1||4||2||0||7904||110917||59540||28975||24519||2441||2014
举套问天今操谁||熔岩巨兽||9.7||249||9||0||0||12||0||5||2||0||5234||222952||37185||52365||2467||48121||1776
Zz丨Uncle丶yaNg||暗夜猎手||8.1||218||24||3||0||11||1||7||4||824||7331||257206||51165||51701||38926||2917||9857
下课疯癫丶||潮汐海灵||11.3||109||106||1||1||10||1||9||4||0||3589||310270||40541||50631||3098||46669||863
真心先生||麦林炮手||7.6||251||26||1||1||7||0||4||2||1402||3626||334580||38781||49354||41380||6830||1143
殇痕NO倾城||海洋之灾||7.6||152||8||0||0||7||0||2||1||556||19451||145986||61657||31571||8225||22611||734
热血召唤2013||探险家||9.1||250||42||1||0||9||1||8||3||0||2079||350719||36647||61603||3035||57943||625
呵呵06||蒸汽机器人||8.2||34||1||1||0||47||2||0||1||0||7216||48551||58238||15691||4853||8850||1988
Zz丨Uncle丶yaNg||暴走萝莉||7.8||136||8||1||0||6||0||3||1||675||2803||123796||13356||14762||13926||575||260
Summoner丶Boss||疾风剑豪||7.7||182||36||3||0||8||0||4||2||810||562||197185||16416||16183||12576||2754||852
总有刁民想行刺朕||齐天大圣||14.8||169||1||4||0||6||0||6||2||0||0||102137||17030||22637||21536||474||626
王STA||战争之王||5||12||32||0||1||6||0||2||1||531||379||66667||19380||7964||6561||785||618
青屏山上打老虎||熔岩巨兽||8.6||7||4||1||0||21||1||0||1||0||1039||26387||15173||11544||1327||10217||0
L丶MintDisease||荣耀行刑官||6.3||125||14||0||0||2||0||0||1||0||1519||85960||16834||8496||8254||241||0
毁梦少年王某人丶||皮城执法官||8.9||27||54||0||0||4||1||2||2||465||556||95705||17612||10207||9113||116||978
昔日暖男失旧心丶||皎月女神||8.5||119||13||0||0||5||0||4||1||0||888||102095||17469||14909||1260||13288||360
Y丶Perfunctory||刀锋意志||6.5||114||0||1||0||4||0||2||1||345||3298||57408||20996||9684||6769||2360||555
猫有九命仅一心Cc||曙光女神||4.9||30||0||0||0||16||0||0||1||0||759||21635||16117||3773||1041||2732||0
黑痘l丶b1ackRev||德玛西亚皇子||9.4||56||49||3||0||2||0||4||2||0||5046||124288||35824||15752||11838||3771||142
我叫程杨||探险家||10.7||150||24||1||0||13||0||10||4||0||2162||178669||17419||42241||2359||39881||0
坑是种0态度||曙光女神||9.1||37||0||1||0||29||1||2||1||0||1554||28478||23913||8389||2810||5578||0
护女无数||暴走萝莉||11.9||173||16||1||0||6||0||10||4||862||2742||178840||16485||40015||36140||2869||1005
逛荡河||诺克萨斯之手||4||121||1||2||1||5||0||3||2||0||1591||81624||31075||17287||10487||2540||4259
Zz丨Uncle丶yaNg||暴走萝莉||7.2||192||11||1||0||3||0||4||3||764||2217||153569||20720||20797||18581||1929||287
举套问天今操谁||暮光之眼||6.3||86||6||0||0||4||0||2||1||0||1137||61341||33367||12547||3748||8682||116
Summoner丶Boss||复仇焰魂||8.2||133||8||0||0||10||0||6||2||0||1355||120797||27272||34709||1513||32084||1112
青屏山上打老虎||曙光女神||4.9||30||0||0||0||38||2||0||0||0||1176||23976||30694||7786||2592||5193||0
Mr丿Guo||德邦总管||11.5||41||45||1||0||6||0||3||3||444||4597||109365||35954||24071||19190||4026||854
狂热的觉醒||曙光女神||5||63||2||0||0||39||2||0||1||0||2516||58372||58199||15757||4962||10672||123
K丶ALuu||暗夜猎手||4.6||171||25||2||0||10||0||4||3||523||5759||222754||46291||51561||36391||2966||12204
不要抠鼻屎||放逐之刃||11.6||263||26||3||1||17||0||4||4||0||6763||291299||55620||57282||53903||414||2964
TuPacOOOooo||殇之木乃伊||7.5||58||80||1||0||14||0||2||2||0||5721||191002||68216||27088||1763||25153||172
telephone||探险家||8||259||25||1||0||10||1||3||2||0||1780||352867||33785||66714||1250||65239||225
宣爷狠拽||复仇焰魂||7.2||121||17||0||0||10||0||5||3||0||2910||181815||36078||61345||1021||59267||1057
Zz丨Uncle丶yaNg||放逐之刃||7.8||269||32||3||1||9||1||3||1||1394||6045||313206||47319||45838||45312||526||0
青屏山上打老虎||曙光女神||9.2||74||5||0||0||43||1||0||1||0||3408||64683||62405||18123||4062||13969||92
总有刁民想行刺朕||法外狂徒||12.6||342||50||2||0||13||1||8||4||1197||6377||457207||50416||65943||58676||5674||1593
王STA||战争之王||5||63||37||0||1||7||0||3||2||567||5344||130682||58994||27825||22700||3327||1797
古城白衣少年殇Cc||德玛西亚之力||10.2||65||0||1||2||8||2||2||1||419||169||71773||30658||19957||11467||8409||80
BE灬Angel||暗夜猎手||8.7||119||31||2||0||9||0||5||2||704||4442||149469||27586||24945||19054||70||5820
轻挽罗纱醉夕阳Cc||德玛西亚皇子||14.3||232||26||2||0||8||0||6||2||0||2842||221387||35002||31479||25096||5009||1374
放开这个新手||战争之王||9.8||35||40||2||0||9||1||4||2||981||1890||113309||26259||20340||15260||3659||1421
Zz丨Gucci丶ViruS||机械先驱||11.9||192||11||1||0||8||0||10||2||0||1550||174804||18672||38953||1072||36486||1394
嗜血归来||疾风剑豪||10||183||27||1||0||9||4||4||3||722||0||186733||34896||29799||19292||9481||1026
晴天一道霹雳||河流之王||6.2||162||4||1||0||6||0||2||1||0||2313||102657||32167||18212||2593||15618||0
百搭吊||殇之木乃伊||3.7||34||52||0||0||8||1||0||1||0||2718||106734||34710||15046||1021||13739||286
树边小草||法外狂徒||5.9||190||8||0||0||4||0||2||1||696||4479||157035||31383||27528||23371||3650||507
草边大树||蒸汽机器人||7.7||37||0||0||0||35||2||0||1||0||2985||44753||35075||13174||3090||8591||1492
无逸1998||法外狂徒||5.9||154||33||2||1||4||1||3||2||904||1883||202663||29946||28036||26142||907||986
